"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US51013","Arlington County, Virginia","237521","*****","200015","*****","144740","441","20752","1080","642","264","22930","1692","356","414","1122","590","9473","1888","19","32","9454","1885","37506","*****","21160","3278","593","447","699","759","195","254","361","437","12148","3402","2350","925","1431","772","919","514"
"0500000US51041","Chesterfield County, Virginia","348556","*****","316663","*****","212637","477","81372","2214","1369","530","11687","1011","0","206","555","611","9043","2532","276","294","8767","2513","31893","*****","21308","2671","1512","751","0","206","26","45","0","206","7287","2438","1760","824","768","609","992","600"
"0500000US51059","Fairfax County, Virginia","1150795","*****","962179","*****","576600","660","108073","3028","794","531","220869","5008","868","229","4407","1324","50568","6127","817","426","49751","6094","188616","*****","126552","8115","3903","1436","1426","1752","793","530","301","269","45168","7834","10473","3045","4394","2099","6079","2238"
"0500000US51087","Henrico County, Virginia","329261","*****","310115","*****","172637","699","94868","3160","48","84","28428","1144","0","206","907","717","13227","3295","296","414","12931","3258","19146","*****","11886","2210","93","150","653","606","0","206","0","206","5796","1955","718","591","451","422","267","325"
"0500000US51107","Loudoun County, Virginia","406850","*****","350515","*****","224276","585","27976","2082","1118","312","77231","2494","301","80","1217","891","18396","3461","196","267","18200","3475","56335","*****","32811","3844","698","499","0","206","143","175","0","206","16469","3582","6214","3411","3975","3314","2239","1013"
"0500000US51153","Prince William County, Virginia","468011","*****","354898","*****","195735","541","95782","2593","1695","444","38376","2579","131","157","1082","609","22097","3626","899","713","21198","3664","113113","*****","77453","5073","1677","900","0","206","171","205","47","81","26358","4865","7407","2680","3063","1524","4344","2325"
"0500000US51177","Spotsylvania County, Virginia","134238","*****","120477","*****","90309","158","22220","769","279","274","3024","828","67","112","122","153","4456","1102","159","175","4297","1121","13761","*****","6101","2218","940","789","0","206","89","169","0","206","4460","2596","2171","1597","1430","1405","741","667"
"0500000US51179","Stafford County, Virginia","149960","*****","129599","*****","90521","64","26529","1898","245","136","5741","824","0","206","248","382","6315","1895","83","94","6232","1911","20361","*****","7455","2250","378","333","0","206","217","295","0","206","10559","2685","1752","767","544","403","1208","617"
"0500000US51510","Alexandria city, Virginia","160530","*****","133643","*****","82842","240","34330","1620","0","206","9068","1039","82","147","224","185","7097","2055","276","273","6821","2077","26887","*****","18080","2854","2239","1671","0","206","22","40","0","206","4951","2099","1595","1321","819","1127","776","615"
"0500000US51550","Chesapeake city, Virginia","242634","*****","226788","*****","137621","344","70954","1747","212","286","8754","995","128","162","612","453","8507","2042","0","206","8507","2042","15846","*****","9049","1894","1895","1146","0","206","299","256","0","206","4086","1553","517","407","313","338","204","285"
"0500000US51650","Hampton city, Virginia","134313","*****","126227","*****","50237","663","67216","1500","243","211","2668","778","237","255","605","663","5021","1789","136","240","4885","1738","8086","*****","4854","1259","552","719","74","118","0","206","0","206","1353","1089","1253","896","441","580","812","661"
"0500000US51700","Newport News city, Virginia","178626","*****","162225","*****","75545","419","73315","1788","126","150","6334","560","187","255","699","482","6019","1751","584","841","5435","1456","16401","*****","9492","1633","2131","1042","0","206","66","113","194","330","3147","1583","1371","949","293","345","1078","894"
"0500000US51710","Norfolk city, Virginia","244076","*****","223669","*****","105132","377","97582","2407","485","406","9079","579","154","173","446","384","10791","2464","94","123","10697","2467","20407","*****","8832","1742","1106","732","129","175","171","223","57","100","7898","1870","2214","1147","1468","1044","746","468"
"0500000US51760","Richmond city, Virginia","228783","*****","212607","*****","94939","233","105654","1656","106","167","5419","467","0","206","441","382","6048","1888","206","219","5842","1765","16176","*****","13153","1138","889","632","130","152","83","144","0","206","1365","901","556","323","295","208","261","243"
"0500000US51800","Suffolk city, Virginia","91185","*****","86926","*****","44731","96","37311","1456","174","137","1742","368","0","206","108","133","2860","1504","0","206","2860","1504","4259","*****","1754","901","0","206","0","206","210","265","0","206","1088","680","1207","727","839","629","368","342"
"0500000US51810","Virginia Beach city, Virginia","450189","*****","412824","*****","275371","534","84333","2855","1431","427","31875","1535","143","196","1152","787","18519","3572","247","248","18272","3510","37365","*****","21024","3474","2435","1010","430","359","254","192","0","206","9447","2777","3775","1726","825","523","2950","1631"
"0500000US53005","Benton County, Washington","201877","*****","156958","*****","140748","195","3235","896","837","479","5723","1298","199","267","123","195","6093","1635","0","204","6093","1635","44919","*****","26073","4303","299","287","11","20","247","244","0","204","16953","4264","1336","527","654","416","682","378"
"0500000US53011","Clark County, Washington","481857","*****","433872","*****","375460","290","7626","1393","2935","1045","20570","1353","4263","486","461","282","22557","2370","188","171","22369","2362","47985","*****","31347","3774","25","44","998","789","266","253","437","633","10993","3445","3919","1276","1879","919","2040","890"
"0500000US53015","Cowlitz County, Washington","108987","*****","99012","*****","90365","584","714","521","1513","670","1376","497","278","484","508","576","4258","1006","65","110","4193","1002","9975","*****","4960","1743","0","204","1651","1791","0","204","0","204","1921","1431","1443","752","607","572","836","634"
"0500000US53021","Franklin County, Washington","94347","*****","43891","*****","37227","384","1361","454","0","204","2802","856","0","204","404","358","2097","961","94","154","2003","952","50456","*****","28450","4975","1411","2092","1747","1900","241","439","74","137","13766","4279","4767","2588","2005","1349","2762","2340"
"0500000US53029","Island County, Washington","84460","*****","77601","*****","66281","256","1717","657","379","409","3551","1349","254","314","563","505","4856","1649","548","785","4308","1557","6859","*****","5506","662","0","204","0","204","0","204","0","204","720","458","633","410","315","309","318","229"
"0500000US53033","King County, Washington","2233163","*****","2014900","*****","1309871","1616","146988","4449","11966","1731","397554","6246","17109","1527","6036","2154","125376","8555","4062","1467","121314","8381","218263","*****","98512","8620","3195","1478","2138","1115","1536","603","239","220","92416","9232","20227","4042","9930","2633","10297","2917"
"0500000US53035","Kitsap County, Washington","269805","*****","248282","*****","205462","309","6453","1003","2090","631","13220","1231","2698","411","152","254","18207","1781","278","236","17929","1743","21523","*****","9772","1811","132","207","224","242","355","462","41","71","6931","1831","4068","1366","1330","781","2738","1280"
"0500000US53045","Mason County, Washington","65507","*****","58706","*****","52400","204","815","591","1029","477","878","528","384","204","0","204","3200","859","18","36","3182","859","6801","*****","599","572","0","204","101","175","0","204","0","204","4863","1130","1238","1012","1203","1000","35","75"
"0500000US53053","Pierce County, Washington","891299","*****","792146","*****","589298","986","58100","3858","10491","1795","58830","2667","12919","1146","1292","743","61216","5847","1096","1008","60120","5569","99153","*****","63089","4772","1753","1034","706","432","1156","676","811","595","19113","3750","12525","2619","3633","1078","8892","2287"
"0500000US53057","Skagit County, Washington","128206","*****","104278","*****","94541","283","904","353","2120","457","3184","322","115","118","197","226","3217","644","206","241","3011","660","23928","*****","7609","2435","68","85","1105","1617","11","20","0","204","14401","2955","734","568","345","225","389","559"
"0500000US53061","Snohomish County, Washington","814901","*****","729792","*****","558303","1704","25272","2150","5834","1200","93404","2683","4557","1026","2415","1646","40007","3869","1125","836","38882","3956","85109","*****","50752","4906","1322","1025","1015","1084","691","509","0","204","20680","4331","10649","3579","5876","2504","4773","2336"
"0500000US53063","Spokane County, Washington","514631","*****","484158","*****","433271","331","8768","1713","6191","1389","11247","1390","3078","421","444","443","21159","3178","256","186","20903","3171","30473","*****","14728","2465","116","181","1126","963","539","404","65","92","10058","2918","3841","1438","2134","1086","1707","853"
"0500000US53067","Thurston County, Washington","286419","*****","260120","*****","213163","367","8488","1377","3231","897","16859","1474","2640","487","415","367","15324","2062","0","204","15324","2062","26299","*****","17723","2244","381","496","161","172","503","774","0","204","5215","1982","2316","1048","738","569","1578","819"
"0500000US53073","Whatcom County, Washington","225685","*****","204216","*****","177455","211","2087","768","5471","899","9973","1245","324","227","337","392","8569","1867","101","158","8468","1867","21469","*****","10942","2745","128","189","542","517","312","392","0","204","7658","2759","1887","1013","642","537","1245","864"
"0500000US53077","Yakima County, Washington","251446","*****","125974","*****","107138","187","2583","337","8378","897","2348","541","241","125","0","204","5286","1114","153","187","5133","1097","125472","*****","81897","5457","703","865","2318","1666","253","375","0","204","36258","4696","4043","1458","2355","1113","1688","974"
"0500000US55009","Brown County, Wisconsin","263378","*****","240319","*****","212389","151","6660","1058","5578","919","8315","1026","213","230","0","151","7164","1705","0","151","7164","1705","23059","*****","15264","2444","420","551","353","450","59","102","46","91","4956","2057","1961","1163","744","553","1217","988"
"0500000US55025","Dane County, Wisconsin","542364","*****","507517","*****","429126","618","27575","2115","2407","350","31582","1946","169","131","836","538","15822","2827","947","672","14875","2811","34847","*****","26522","2141","990","742","0","151","416","564","0","151","3539","1329","3380","1703","1218","896","2162","1714"
"0500000US55059","Kenosha County, Wisconsin","169290","*****","146680","*****","127912","71","11055","1599","414","258","3013","410","83","140","96","93","4107","1672","0","151","4107","1672","22610","*****","17011","1725","874","691","0","151","161","254","0","151","2852","1615","1712","946","648","461","1064","853"
"0500000US55079","Milwaukee County, Wisconsin","948201","*****","802644","*****","481142","2135","245641","3344","3694","977","41201","2111","290","115","2328","2078","28348","4077","610","535","27738","4158","145557","*****","69598","5193","2914","1631","1001","562","748","438","0","151","63166","5650","8130","1597","4654","1210","3476","1007"
"0500000US55101","Racine County, Wisconsin","196584","*****","170309","*****","140488","373","23215","1060","313","280","2756","296","131","153","407","373","2999","1049","153","246","2846","1041","26275","*****","21004","1674","186","249","228","216","0","151","0","151","3118","1265","1739","899","658","615","1081","737"
"0500000US55105","Rock County, Wisconsin","163129","*****","148588","*****","134509","151","6189","1260","637","245","2059","590","25","45","181","235","4988","1457","0","151","4988","1457","14541","*****","5562","1546","287","401","0","151","0","151","0","151","7765","1441","927","849","263","250","664","695"
"0500000US55131","Washington County, Wisconsin","135693","*****","131323","*****","125755","151","1803","421","379","262","1890","361","81","95","4","10","1411","606","0","151","1411","606","4370","*****","2081","747","0","151","0","151","0","151","0","151","1327","631","962","658","850","612","112","153"
"0500000US55133","Waukesha County, Wisconsin","403072","*****","383776","*****","355376","129","6787","858","662","366","15797","723","103","136","280","439","4771","1024","132","198","4639","1042","19296","*****","15575","1526","127","174","227","277","122","167","0","151","1714","860","1531","798","270","261","1261","712"
"0500000US72127","San Juan Municipio, Puerto Rico","320967","*****","6090","1631","3794","1207","1004","495","0","228","992","834","0","228","236","280","64","104","0","228","64","104","314877","1631","200864","7455","42669","4748","1089","535","48","82","183","187","53587","6119","16437","3690","1779","750","14658","3614"
"0500000US13113","Fayette County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29187","St. Francois County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39173","Wood County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US12017","Citrus County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19169","Story County, Iowa","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01077","Lauderdale County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22019","Calcasieu Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US54011","Cabell County, West Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13021","Bibb County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19049","Dallas County, Iowa","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45077","Pickens County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US28121","Rankin County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21029","Bullitt County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47179","Washington County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72137","Toa Baja Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26005","Allegan County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42013","Blair County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27139","Scott County, Minnesota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37171","Surry County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37127","Nash County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13139","Hall County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29031","Cape Girardeau County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53025","Grant County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18011","Boone County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39141","Ross County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37019","Brunswick County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48099","Coryell County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30013","Cascade County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13255","Spalding County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29099","Jefferson County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13127","Glynn County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47119","Maury County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72025","Caguas Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36053","Madison County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US20161","Riley County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39119","Muskingum County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17019","Champaign County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US24045","Wicomico County, Maryland","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06045","Mendocino County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US12107","Putnam County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US56021","Laramie County, Wyoming","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36009","Cattaraugus County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18109","Morgan County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21151","Madison County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US25011","Franklin County, Massachusetts","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55035","Eau Claire County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48037","Bowie County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27019","Carver County, Minnesota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18063","Hendricks County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22005","Ascension Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55117","Sheboygan County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55073","Marathon County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53009","Clallam County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45007","Anderson County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55127","Walworth County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01055","Etowah County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21037","Campbell County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18067","Howard County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19193","Woodbury County, Iowa","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US24037","St. Mary's County, Maryland","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27013","Blue Earth County, Minnesota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72021","Bayamón Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US38035","Grand Forks County, North Dakota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48251","Johnson County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42111","Somerset County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
